id,question,ground_truth,response,bleu_stablelm,meteor_stablelm,rouge1_stablelm,rouge2_stablelm,rougeL_stablelm,bertscore_stablelm,bleu_vintern,meteor_vintern,rouge1_vintern,rouge2_vintern,rougeL_vintern,bertscore_vintern,delta_bleu,delta_meteor,delta_rouge1,delta_rouge2,delta_rougeL,delta_bertscore
1aa13ca2766358678e87,Tỷ lệ lao động của nam giới ở Eritrea trong năm 1995 là bao nhiêu?,Tỷ lệ nam giới trong độ tuổi 15-24 tham gia lực lượng lao động ở Eritrea năm 1995 khoảng 84%.,"Eritrea, một nước với tinh hoạt hóa định 1994, không có các phương trình tuyệt vời để cập nhật tỷ lệ lao động của người dân. T�",0.010900096978029118,0.11363636363636362,0.3582089552238806,0.061538461538461535,0.2388059701492537,0.6871062517166138,0.0475359219567715,0.4990963855421686,0.6046511627906976,0.2926829268292683,0.4186046511627906,0.8757026195526123,-0.036635824978742376,-0.385460021905805,-0.24644220756681706,-0.23114446529080673,-0.1797986810135369,-0.18859636783599854
fe2477d9debf1fb62a88,"Trong năm 2009, quốc gia nào có số tiền đầu tư cao nhất?","Trong năm 2009, Cộng hòa Kyrgyz có số tiền đầu tư cao nhất. Số tiền đầu tư khoảng 135 triệu USD.","Trong năm 2009, nước nào có số tiền đầu tư cao nhất là Nhật Bản. Điểm nào đó, Nhật Bản đã đầu tư 6,888 trilião de yens",0.2951516238086372,0.5050947559709241,0.5074626865671642,0.39999999999999997,0.5074626865671642,0.7915369272232056,0.4555432305608524,0.6340579710144927,0.7407407407407408,0.6538461538461539,0.7407407407407408,0.8868023157119751,-0.1603916067522152,-0.12896321504356856,-0.2332780541735766,-0.2538461538461539,-0.2332780541735766,-0.09526538848876953
42615fe6a01b0561b2e8,Quốc gia nào có giá trung bình cao nhất?,Hoa Kỳ,"Cau hoi: Giá trung bình của các quốc gia trên thế giới có nhưng vẻ là với các quốc gia của thế giới này, những quốc gia đang có giá trung bình cao nh",0.0,0.0,0.0,0.0,0.0,0.5920733213424683,0.0188503190227473,0.25,0.2352941176470588,0.1333333333333333,0.2352941176470588,0.6807160973548889,-0.0188503190227473,-0.25,-0.2352941176470588,-0.1333333333333333,-0.2352941176470588,-0.08864277601242065
a0fc4d04878d5c5baf0c,Giá trị của 'expert' trên trục ngang là bao nhiêu?,Giá trị của 'expert' trên trục ngang là khoảng -4.,"Cau hoi trong trục ngang là một vấn đề thực sự, với giá trị của 'expert' ở đây là một thể loại người có kỹ thuật, chuyên môn, kinh nghiệ",0.12565368633877144,0.5409071180555556,0.40740740740740744,0.2692307692307692,0.25925925925925924,0.7354058027267456,0.842362674378975,0.920940170940171,0.896551724137931,0.888888888888889,0.896551724137931,0.9655155539512634,-0.7167089880402036,-0.3800330528846154,-0.4891443167305236,-0.6196581196581197,-0.6372924648786717,-0.23010975122451782
e359fd87cd666e2c95b8,Quốc gia nào có tỷ lệ động vật có vú bị đe dọa cao nhất trong năm 2015?,"Mexico có tỷ lệ động vật có vú bị đe dọa cao nhất trong năm 2015, với 26,8%.","Trong năm 2015, tỸ lệ động vật đe dọa cao nhất trong quốc gia đang có vú là Việt Nam. Việt Nam có nhiều tổ chức đe dọa và các",0.170595737016168,0.5495818399044207,0.5846153846153846,0.4444444444444444,0.39999999999999997,0.7674350738525391,0.7965670178751182,0.8880208333333333,0.9019607843137256,0.8979591836734695,0.9019607843137256,0.9821727275848388,-0.6259712808589502,-0.3384389934289126,-0.31734539969834097,-0.4535147392290251,-0.5019607843137257,-0.2147376537322997
f4e00bbf60cd637b179f,Năm nào có số lượng hành khách cao nhất?,"Năm 2019 có số lượng hành khách cao nhất, đạt 44.34 triệu người.",Các dựng cụ tiện nghi trong lĩnh vực quốc tế có thể giải thích về cấp độ hành khách và tổng số hành khách trong một năm. Trong nhiều qu,0.010331208012220438,0.1079136690647482,0.4776119402985074,0.12307692307692307,0.26865671641791045,0.6986750960350037,0.6703420896351792,0.8436109345200256,0.9302325581395348,0.8780487804878048,0.9302325581395348,0.9805678725242616,-0.6600108816229587,-0.7356972654552774,-0.45262061784102736,-0.7549718574108817,-0.6615758417216243,-0.2818927764892579
8f4610502d0d50af9602,Năm nào tỷ lệ nhập học tại Kenya thấp nhất?,"Năm 2002, tỷ lệ nhập học sơ cấp tại Kenya thấp nhất, khoảng 62.5%.","Năm nào tỷ lệ nhập học tại Kenya thấp nhất là 2019. Điều này được đoàn kết bởi vì năm 2019 là năm tháng 6 của Kenya, và tỷ",0.1143433820088083,0.42485901539399484,0.5,0.3636363636363636,0.47058823529411764,0.7240058779716492,0.3725742310754033,0.7205058516833988,0.7441860465116279,0.5853658536585366,0.6976744186046512,0.9260806441307068,-0.258230849066595,-0.2956468362894039,-0.2441860465116279,-0.22172949002217296,-0.22708618331053354,-0.20207476615905762
3d9dd8bed0478c7ddd43,Năm nào có số lượng vụ tấn công khủng bố cao nhất?,Năm 2007 có số vụ tấn công khủng bố cao nhất với 6.608 vụ.,"Các tấn công khủng bố cao nhất trong lòng đội đấu của các tổ chức, tổ chức quốc tế, tổ chức ngoại hành, tổ chức chính trị, tổ chức",0.10308675254291907,0.30295801526717553,0.3582089552238805,0.27692307692307694,0.3582089552238805,0.6894354224205017,0.4089601472043678,0.7999999999999999,0.909090909090909,0.8095238095238095,0.909090909090909,0.9769818782806396,-0.3058733946614487,-0.4970419847328244,-0.5508819538670284,-0.5326007326007326,-0.5508819538670284,-0.28754645586013794
43d3dbfd45e54ff9b677,"Ở quốc gia nào mà mức độ quan trọng của ""sự hiện diện kỹ thuật số tuyệt vời"" cao nhất?","Ở toàn cầu, mức độ quan trọng của ""sự hiện diện kỹ thuật số tuyệt vời"" đạt mức cao nhất với 66%.","Cau hoi: Bằng cách đánh giá và giải thích mức độ quan trọng của ""sự hiện diện kỹ thuật số tuyệt vời"" với số liệu và kết quả từ các",0.3719447442473343,0.4930693069306931,0.7179487179487178,0.5263157894736842,0.5897435897435898,0.7819719910621643,0.5412760571176007,0.782820351758794,0.7999999999999999,0.7241379310344829,0.7666666666666667,0.9471379518508912,-0.16933131287026643,-0.28975104482810093,-0.08205128205128209,-0.1978221415607987,-0.17692307692307696,-0.16516596078872692
919986ca06dfbb510312,Số ca tử vong do sốt rét cao nhất trong khoảng thời gian từ 1990 đến 2004 là bao nhiêu và năm nào?,"Số ca tử vong do sốt rét cao nhất là khoảng 22 trường hợp, xảy ra vào năm 1990.","Cau hoi: Số ca tử vong do sốt rét cao nhất trong khoảng thời gian từ 1990 đến 2004 là bao nhiêu và năm nào?

Các tác dụng",0.28073304156067924,0.5666741121286576,0.6268656716417911,0.39999999999999997,0.5074626865671643,0.7631001472473145,0.3622755743601024,0.7133152173913044,0.7333333333333334,0.5862068965517241,0.6666666666666666,0.8832709789276123,-0.08154253279942314,-0.14664110526264684,-0.10646766169154231,-0.18620689655172412,-0.15920398009950232,-0.12017083168029785
0a734ad24a1f77f4deeb,Giá trị của từ khóa 'income' là bao nhiêu?,Giá trị của từ khóa 'income' nằm khoảng 10^9.,"Cau hoi: Giá trị của từ khóa 'income' là bao nhiêu là 1,000.000.000 (trừ giá trị đá trại) trong ngày 1 tháng 1 năm",0.21849712035317279,0.5409071180555556,0.4680851063829786,0.35555555555555557,0.42553191489361697,0.7700749039649963,0.7611606003349892,0.920940170940171,0.888888888888889,0.8,0.888888888888889,0.9827643632888794,-0.5426634799818164,-0.3800330528846154,-0.42080378250591033,-0.4444444444444445,-0.463356973995272,-0.21268945932388306
7c507dac82cecc670a6d,Loại hàng nào có lượng TEU cao nhất và giá trị cụ thể là bao nhiêu?,"Loại hàng Chartered có lượng TEU cao nhất, với 2.841.498 TEU.","To find the type of cargo vessel with the highest TEU (twenty-foot equivalent unit) capacity and specific price, I will perform a search using reliable sources such as maritime databases, industry reports, and news articles. Here are the steps I will follow:

1. Identify reliable maritime databases: I will search for maritime databases",0.0040709389705793145,0.08982035928143714,0.08333333333333333,0.0,0.05555555555555555,0.5946673154830933,0.6591844162499148,0.9759221311475412,1.0,1.0,1.0,0.9789282083511353,-0.6551134772793354,-0.8861017718661041,-0.9166666666666666,-1.0,-0.9444444444444444,-0.384260892868042
cbb079d595317ae3f6ac,Khách nào ở lại lâu nhất trong khách sạn vào tháng 11 năm 2021?,Khách số 521 ở lại lâu nhất với 10 ngày.,"Tổng cộng, trong khách sạn trong tháng 11 năm 2021, khách hàng đang ở la trong vòng 10 ngày. Tuy nhiên, nếu không có nghĩa trình khách hàng",0.03864198149136354,0.30000000000000004,0.33898305084745756,0.14035087719298245,0.23728813559322037,0.7021070718765259,0.39073802494525,0.8730088495575221,0.9032258064516128,0.7586206896551724,0.9032258064516128,0.9293522834777832,-0.35209604345388645,-0.5730088495575221,-0.5642427556041552,-0.6182698124621899,-0.6659376708583924,-0.22724521160125732
195ec4c561ee4daaddc5,HICP đạt mức tăng trưởng cao nhất vào tháng nào trong năm 2018?,HICP đạt mức tăng trưởng cao nhất vào tháng 9 năm 2018 với mức 3.3%.,"Cau hoi: HICP (indice de la richesse des ménages) của Nhật Bản đã tăng trưởng cao trong tháng 11 năm 2018. HICP đã tăng lên tới 111,1",0.024010981785257506,0.3347654851414249,0.5483870967741935,0.3,0.4516129032258065,0.7700352072715759,0.521873921269267,0.703125,0.8085106382978724,0.7111111111111111,0.8085106382978724,0.977924644947052,-0.4978629394840095,-0.3683595148585751,-0.2601235415236789,-0.41111111111111115,-0.3568977350720659,-0.20788943767547607
aa76c7444aac03a9b3b5,Vật thể nào được ưa chuộng nhất?,Vật thể được ưa chuộng nhất là bánh với khoảng 9 người chọn.,Cau hoi trong lịch sử của các thế hệ đội tuyển đàn bàn (specially adapted diving teams) là vật thể nào được ưa chuộng nhất. Đàn bàn là một trong những truyền,0.03864198149136354,0.2798507462686567,0.48484848484848486,0.21875,0.3939393939393939,0.7289141416549683,0.4231178541610578,0.8020325203252032,0.8837209302325582,0.7804878048780488,0.8837209302325582,0.9302083253860474,-0.38447587266969424,-0.5221817740565465,-0.3988724453840733,-0.5617378048780488,-0.48978153629316423,-0.2012941837310791
e1309fef750547d0be87,Thuật toán nào có độ chính xác cao nhất trên đồ thị?,"Dựa trên đồ thị, thuật toán 'scheme' và 'child' có độ chính xác cao nhất, xấp xỉ 9 và 9 lần lượt.","Cau hoi là một vấn đề khoáng đạo, chúng ta không còn có giải pháp đặc biệt để tìm ra thậm phải một thậm phải độ chính xác cao",0.020876993044393874,0.13782751091703055,0.4109589041095891,0.11267605633802817,0.2191780821917808,0.670621395111084,0.2592671170030563,0.4902071776293445,0.608695652173913,0.5,0.608695652173913,0.834519624710083,-0.23839012395866244,-0.35237966671231397,-0.1977367480643239,-0.3873239436619718,-0.38951756998213216,-0.16389822959899902
60c3580658199254c4a3,Quốc gia nào có tỷ lệ thu nhập khoáng sản cao nhất vào năm 1984?,"Chile có tỷ lệ thu nhập khoáng sản cao nhất vào năm 1984, vượt quá 7% GDP.","TỪ LỊCH THỂ BẬT THỂ 1984, tỸ lệ thu nhập khuá hố của nước nào có thể chia sẻ như sau:

1. Nhật Bản: Nhật Bản",0.02297185935845028,0.1813936781609195,0.4666666666666666,0.17241379310344826,0.33333333333333337,0.6421054005622864,0.6002314985235407,0.7645040439760513,0.7916666666666666,0.7391304347826085,0.7916666666666666,0.9397624135017396,-0.5772596391650905,-0.5831103658151318,-0.325,-0.5667166416791602,-0.45833333333333326,-0.29765701293945324
f9514c7d309e638c60cb,Khu vực nào có giá trị chất lượng không khí cao nhất trong năm 2013?,"Clark có giá trị chất lượng không khí cao nhất trong năm 2013, xấp xỉ 55.","To find out which region in Vietnam had the highest value of unmet land use requirements (UR) in 2013, I will follow these steps:

1. Retrieve data on unmet land use requirements (UR) for each region in Vietnam in 2013.
2. Compare the UR values",0.008083053722455262,0.08379888268156425,0.029850746268656712,0.0,0.029850746268656712,0.6057004332542419,0.5085991394194219,0.8583990795529257,0.7450980392156864,0.6530612244897959,0.7058823529411765,0.8836280107498169,-0.5005160856969667,-0.7746001968713615,-0.7152472929470297,-0.6530612244897959,-0.6760316066725198,-0.27792757749557495
e0fac40bee0de5e4a44b,Đối tượng nào được ưa thích nhất và bao nhiêu người chọn nó?,"Đối tượng được ưa thích nhất là 'focus', với khoảng 6 người chọn.","Cau hoi trong lịch sử của các người định dạng và tự do, rất khác biệt nhưng có những điều chú ý nhưng vì đó được đưa ra. Điều này có",0.009871721786705418,0.12345679012345678,0.5079365079365079,0.13114754098360656,0.28571428571428575,0.6669948697090149,1.0,0.999851851851852,1.0,1.0,1.0,0.9999998807907104,-0.9901282782132946,-0.8763950617283952,-0.4920634920634921,-0.8688524590163934,-0.7142857142857142,-0.33300501108169556
687d94b15f29c8096a72,Số lượng tử vong ở trẻ sơ sinh trong năm 1990 của nhóm quốc gia có thu nhập trung bình cao là bao nhiêu?,Khoảng 2.178.166 trường hợp.,"Cau hoi: Số lượng tử vong trong trẻ sơ sinh trong năm 1990 trong nhóm quốc gia có thu nhập trung bình cao là bao nhiêu. Tổng cộng, số lượng tử",0.007913247271422612,0.08333333333333334,0.16,0.0,0.12,0.5819611549377441,0.0096299436141881,0.0892857142857142,0.2222222222222222,0.0,0.1333333333333333,0.6370075941085815,-0.001716696342765488,-0.005952380952380862,-0.06222222222222221,0.0,-0.013333333333333308,-0.0550464391708374
f442a33f3bd8d0728c0a,Số con sinh ra trung bình trên mỗi phụ nữ trong năm 2009 là bao nhiêu?,1.58,"Cau hoi: Số con sinh ra trung bình trên mỗi phụ nữ trong năm 2009 là 1,15 con (trên tổng số 23,5 triệu con sinh trong năm 2009). Trong",0.0,0.0,0.048780487804878044,0.0,0.048780487804878044,0.5838558077812195,0.0142836325786592,0.2173913043478261,0.1818181818181818,0.1,0.1818181818181818,0.6078524589538574,-0.0142836325786592,-0.2173913043478261,-0.13303769401330376,-0.1,-0.13303769401330376,-0.02399665117263794
06b8897d8c40ddcd92f4,Năm nào có tỷ lệ sinh cao nhất đối với Honduras?,"Năm 1976 có tỷ lệ sinh cao nhất đối với Honduras, khoảng 45 trẻ em trên 1000 người dân.","Các dữ liệu mới nhất về tỷ lệ sinh của Honduras được đăng ký vào năm 2021. Trong thời gian trước đó, Honduras đã có tỸ lệ sinh cao nhưng vẻ giống",0.020086936595190463,0.32262465043312194,0.5074626865671641,0.2153846153846154,0.2985074626865672,0.7267531752586365,0.6086700968648568,0.8139255702280912,0.8235294117647058,0.6938775510204083,0.7843137254901961,0.9328604340553284,-0.5885831602696664,-0.49130091979496926,-0.31606672519754175,-0.47849293563579287,-0.4858062628036289,-0.2061072587966919
a742b3523be3becfb540,Doanh thu của công ty trong năm 2012 là bao nhiêu?,Doanh thu của công ty trong năm 2012 là 5.089 triệu USD.,"To find out the revenue of a company (in this case, a Vietnamese manufacturing company) in the year 2012, I will perform the following steps:

1. Search for the company's financial data in 2012.
2. Identify the revenue figure from that data.

Step 1:",0.004273297457822545,0.06666666666666668,0.06451612903225806,0.0,0.06451612903225806,0.6000643968582153,0.6340466277046861,0.8972972972972975,0.8333333333333333,0.7647058823529411,0.8333333333333333,0.9708040952682496,-0.6297733302468635,-0.8306306306306308,-0.7688172043010753,-0.7647058823529411,-0.7688172043010753,-0.3707396984100343
67748b00f3006fd41236,Năm nào có tỷ suất lợi nhuận gộp cao nhất?,"Năm 2015 và 2016 có tỷ suất lợi nhuận gộp cao nhất, đạt lần lượt là 46% và 46.2%.","Cau hoi: Năm nào có tỷ suất lợi nhuận gộp cao nhất là năm 2021. Trong năm 2021, các tổ chức và các tổ chức người chuyên viên",0.2159287855104448,0.4930457569038501,0.5555555555555556,0.4285714285714286,0.5277777777777777,0.7548177242279053,0.3655281142832325,0.5641673446666382,0.6808510638297872,0.6222222222222222,0.6808510638297872,0.9248390793800354,-0.1495993287727877,-0.0711215877627881,-0.12529550827423164,-0.19365079365079363,-0.15307328605200954,-0.17002135515213013
21d1e48876dcc18cc326,Tỷ lệ dân số nông thôn ở quần đảo Faroe vào năm 1940 là bao nhiêu?,Khoảng 83% dân số ở quần đảo Faroe sinh sống ở khu vực nông thôn vào năm 1940.,"Tỷ lệ dân số nông thôn ở quần đảo Faroe vào năm 1940 là 11,000 trăm. Faroe là một quân trường với 10 phú quyền (isole) được",0.07629273292796578,0.4356149398343491,0.59375,0.3870967741935484,0.37500000000000006,0.7457128167152405,0.0024748094101847,0.072463768115942,0.1428571428571428,0.0769230769230769,0.1428571428571428,0.6978386044502258,0.07381792351778108,0.3631511717184071,0.4508928571428572,0.3101736972704715,0.23214285714285726,0.04787421226501465
8ece6e0a8cecb8ce6356,Năm nào có cán cân ngân sách tốt nhất (dư hụt ngân sách thấp nhất) theo biểu đồ này?,"Năm 2018 có cán cân ngân sách tốt nhất, với mức dư hụt chỉ là 1,81% GDP.","To find the year when the budget was the best (the lowest budget) according to this graph, we need to locate the point where the budget is at its minimum value. Let's examine the graph step by step:

1. Observe the graph, which shows the budget allocation over time (years) and the corresponding",0.003615604940023951,0.046948356807511735,0.04878048780487805,0.0,0.04878048780487805,0.5924414992332458,0.2281684903997393,0.5379971590909091,0.6969696969696969,0.5625,0.5757575757575758,0.8761643767356873,-0.22455288545971536,-0.4910488022833973,-0.6481892091648188,-0.5625,-0.5269770879526977,-0.2837228775024414
28daf3968a35ab54b538,Mặt hàng nào có doanh số bán cao nhất và doanh số bán là bao nhiêu?,"Mặt hàng ""unity"" có doanh số bán cao nhất với 8 đơn vị.","To find out which product has the highest profit margin and the minimum number of units sold, I will analyze the given information and perform some calculations. I will assume that the profit margin is calculated as the difference between the selling price and the cost price, and the number of units sold is given in the ""thong min",0.00410726430147258,0.05882352941176471,0.025974025974025976,0.0,0.025974025974025976,0.6120091676712036,0.3759663529467017,0.7389312977099237,0.8888888888888888,0.8235294117647058,0.8888888888888888,0.9525473713874816,-0.37185908864522915,-0.680107768298159,-0.8629148629148629,-0.8235294117647058,-0.8629148629148629,-0.34053820371627797
80e86b64570fae0c3d16,"Vào năm 1980, quốc gia nào có tỷ lệ phụ nữ tự kinh doanh cao nhất?","Ý (Italy) có tỷ lệ phụ nữ tự kinh doanh cao nhất vào năm 1980, khoảng 26% tổng số việc làm của phụ nữ.","Với các giải thích cơ bản như trên, để tìm ra các quốc gia nào có tỷ lệ phụ nữ tự kinh doanh cao nhất vào năm 1980, sẽ giúp",0.3854501214118698,0.4673145816337389,0.5945945945945946,0.41666666666666663,0.45945945945945943,0.7479791641235352,0.4392830731146739,0.5663756733090985,0.6153846153846153,0.6,0.6153846153846153,0.8966051340103149,-0.05383295170280411,-0.09906109167535965,-0.02079002079002068,-0.18333333333333335,-0.15592515592515588,-0.14862596988677979
aa938b1abb77c3a276ff,Số ca tử vong do sốt rét ở Angola vào năm 1991 là bao nhiêu?,Khoảng 4.300 ca.,"Cau hoi: Số ca tử vong do sốt rét ở Angola vào năm 1991 là bao nhiêu là 1.450. Từ năm 1991 đến nay, sống hóa và ph",0.006980361417366381,0.0925925925925926,0.09756097560975609,0.0,0.048780487804878044,0.6112234592437744,0.0132179476263772,0.238095238095238,0.24,0.0869565217391304,0.24,0.6434516906738281,-0.00623758620901082,-0.1455026455026454,-0.14243902439024392,-0.0869565217391304,-0.19121951219512195,-0.03222823143005371
cba87f3ada6746497d3e,"Vào năm 1997, quốc gia nào có chi tiêu y tế công cao nhất tính theo phần trăm GDP?","Năm 1997, Tonga có mức chi tiêu y tế công cao nhất trong số các quốc gia được hiển thị trên đồ thị, khoảng 30% GDP.","Với sự bất cứng trong tìm đuổi câu, năm 1997 là năm ngoại thời khi các quốc gia có chi tiêu y tế công cao nhất tính theo phần trăm GDP.",0.13523285066501545,0.47459533473519483,0.7142857142857143,0.4146341463414634,0.42857142857142855,0.7770295739173889,0.2147472655869624,0.5467609313763159,0.5964912280701754,0.509090909090909,0.5263157894736843,0.8553192615509033,-0.07951441492194694,-0.07216559664112104,0.1177944862155389,-0.09445676274944564,-0.09774436090225574,-0.0782896876335144
b5a4f2d84c526bf7ea1e,Giá trị nhượng quyền thương mại trong năm 2010 khoảng bao nhiêu triệu USD?,Giá trị nhượng quyền thương mại trong năm 2010 xấp xỉ 994 triệu USD.,"To find the value of retail trade turnover in the retail sector in Vietnam during the year 2010, we need to consider the following steps:

1. Research the retail trade turnover in Vietnam during 2010.
2. Convert the given amount from USD to Vietnamese Dong (VND) using an",0.004545435141870279,0.09868421052631578,0.057971014492753624,0.0,0.057971014492753624,0.6062389016151428,0.53107253497887,0.8063619174730285,0.7906976744186046,0.7317073170731706,0.7906976744186046,0.9530170559883118,-0.5265270998369997,-0.7076777069467127,-0.732726659925851,-0.7317073170731706,-0.732726659925851,-0.34677815437316895
